Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,Latitude,Longitude
Vino Vino,78751,5/5/2016,88,"4119 GUADALUPE ST
AUSTIN, TX 78751
(30.307065, -97.735396)",10002550,Routine Inspection,30.307065,-97.735396
Vintage Heart Coffee LLC,78702,4/21/2015,100,"1405 E 7TH ST
AUSTIN, TX 78702
(30.264508, -97.727667)",10756160,Routine Inspection,30.264508,-97.727667
Vintage Villas Hotel,78734,1/28/2015,90,"4209 ECK LN
AUSTIN, TX 78734
(30.404185, -97.931464)",11066450,Routine Inspection,30.404185,-97.931464
Violet Crown Cinema,78701,4/22/2015,81,"434 W 2ND ST
AUSTIN, TX 78701
(30.265392, -97.748126)",10578995,Routine Inspection,30.265392,-97.748126
Violet Crown Social Club,78702,9/26/2016,96,"1111 E 6TH ST
AUSTIN, TX 78702
(30.264475, -97.73071)",10552814,Routine Inspection,30.264475,-97.73071
Virginia L Brown Sr. Nutrition Program,78752,6/9/2016,100,"7500 BLESSING AVE
AUSTIN, TX 78752
(30.331949, -97.693032)",10039193,Routine Inspection,30.331949,-97.693032
Vista Academy of Austin-Mueller,78723,1/10/2017,86,"1504 E 51ST ST
AUSTIN, TX 78723
(30.305275, -97.701685)",11003764,Routine Inspection,30.305275,-97.701685
Vitamin Cottage Natural Food Markets,78758,6/9/2016,94,"10515 N MOPAC EXPY NB Bldg L
AUSTIN, TX 78758
(30.39131, -97.733317)",10492569,Routine Inspection,30.39131,-97.733317
Viva Meat Market,78758,10/1/2014,82,"8610 N LAMAR BLVD Unit 100
AUSTIN, TX 78758
(30.354921, -97.703466)",10769105,Routine Inspection,30.354921,-97.703466
Viva Meat Market,78758,1/14/2016,87,"8610 N LAMAR BLVD Unit 100
AUSTIN, TX 78758
(30.354921, -97.703466)",10769105,1st Follow Up to Routine of 50 - 69,30.354921,-97.703466
Vivo,78752,8/11/2016,79,"6406 N IH 35 SVRD SB Unit 2343
AUSTIN, TX 78752
(30.325374, -97.707046)",11223207,Routine Inspection,30.325374,-97.707046
Voodoo Doughnut,78701,1/25/2017,85,"212 E 6TH ST
AUSTIN, TX 78701
(30.267483, -97.740777)",11404240,Routine Inspection,30.267483,-97.740777
Voodoo Room,78701,9/15/2016,93,"419 E 6TH ST
AUSTIN, TX 78701
(30.266892, -97.738623)",10996299,Routine Inspection,30.266892,-97.738623
"Vortex, The",78722,4/2/2015,96,"2307 MANOR RD
AUSTIN, TX 78722
(30.284519, -97.717735)",2802642,Routine Inspection,30.284519,-97.717735
VOX Table,78704,6/28/2016,97,"1100 S LAMAR BLVD Bunit 2140
AUSTIN, TX 78704
(30.255454, -97.761872)",11294879,Routine Inspection,30.255454,-97.761872
Vulcan Gas Company,78701,9/15/2016,93,"418 E 6TH ST
AUSTIN, TX 78701
(30.266872, -97.738552)",11087163,Routine Inspection,30.266872,-97.738552
"VV - AC VIP Marina, LLC",78641,10/28/2016,100,"16107 FM 2769 #B
VOLENTE, TX 78641
(30.441639, -97.91229)",10406162,Routine Inspection,30.441639,-97.91229
VV - Sandy Creek Yacht Club,78641,10/28/2016,100,"8714 LIME CREEK RD
VOLENTE, TX 78641
(30.461484, -97.913081)",10837844,Routine Inspection,30.461484,-97.913081
VV - Volente Beach Club,78641,10/28/2016,92,"16107 WHARF CV
VOLENTE, TX 78641
(30.442229, -97.913283)",2800729,Routine Inspection,30.442229,-97.913283
W Austin Main Kitchen Banquet Dining ,78701,5/22/2014,61,"200 LAVACA ST
AUSTIN, TX 78701
(30.265623, -97.746363)",10507727,Routine Inspection,30.265623,-97.746363
W Austin Main Kitchen Banquet Dining ,78701,6/10/2014,88,"200 LAVACA ST
AUSTIN, TX 78701
(30.265623, -97.746363)",10507727,1st Follow Up to Routine of 50 - 69,30.265623,-97.746363
W Hotel Austin - Concessionaire of Alcohol,78701,5/21/2014,91,"200 LAVACA ST
AUSTIN, TX 78701
(30.265623, -97.746363)",10509270,Routine Inspection,30.265623,-97.746363
Waffle House,78744,12/17/2015,86,"7809 E BEN WHITE BLVD EB
AUSTIN, TX 78744
(30.219172, -97.688437)",11353722,Routine Inspection,30.219172,-97.688437
Wag A Bag,78660,1/11/2016,99,"1701 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.455755, -97.660647)",2803807,Routine Inspection,30.455755,-97.660647
Wag-A-Bag,78729,5/9/2016,90,"6294 MC NEIL DR
AUSTIN, TX 78729
(30.441141, -97.749759)",2803465,Routine Inspection,30.441141,-97.749759
Wagabag #19,78732,10/18/2016,91,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.368664, -97.893127)",2803935,Routine Inspection,30.368664,-97.893127
Wag-A-Bag #24,78705,9/30/2016,98,"2400 RIO GRANDE ST
AUSTIN, TX 78705
(30.288198, -97.744632)",10346273,Routine Inspection,30.288198,-97.744632
Wag-a-Bag #360,78746,11/6/2015,98,"3310 N CAPITAL OF TEXAS HWY SB Unit 100
AUSTIN, TX 78746
(30.33093, -97.809174)",10116184,Routine Inspection,30.33093,-97.809174
Wahoo's Fish Taco,78701,3/24/2016,70,"509 RIO GRANDE ST
AUSTIN, TX 78701
(30.269445, -97.749696)",10582228,Routine Inspection,30.269445,-97.749696
Walgreen #4458,78749,2/15/2017,96,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214383, -97.831794)",2803887,Routine Inspection,30.214383,-97.831794
Walgreens,78745,10/6/2014,100,"6721 S CONGRESS AVE
AUSTIN, TX 78745
(30.192732, -97.778945)",2803709,Routine Inspection,30.192732,-97.778945
Walgreens,78753,10/26/2015,89,"9307 N LAMAR BLVD
AUSTIN, TX 78753
(30.362223, -97.697515)",2803661,Routine Inspection,30.362223,-97.697515
Walgreen's  #04134,78759,10/15/2015,96,"11724 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.419444, -97.74734)",2803712,Routine Inspection,30.419444,-97.74734
Walgreens # 09679,78753,5/1/2015,97,"12601 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.399063, -97.660434)",2804085,Routine Inspection,30.399063,-97.660434
Walgreens #01933,78704,9/29/2014,93,"2501 S LAMAR BLVD
AUSTIN, TX 78704
(30.246658, -97.777902)",10001616,Routine Inspection,30.246658,-97.777902
Walgreens #03092,78759,9/4/2014,100,"8104 MESA DR
AUSTIN, TX 78759
(30.371773, -97.757113)",2803490,Routine Inspection,30.371773,-97.757113
Walgreens #04704,78751,9/27/2016,93,"4501 GUADALUPE ST
AUSTIN, TX 78751
(30.311002, -97.732895)",2803742,Routine Inspection,30.311002,-97.732895
Walgreens #05159,78729,9/27/2016,96,"7410 MC NEIL DR
AUSTIN, TX 78729
(30.434595, -97.768995)",2803745,Routine Inspection,30.434595,-97.768995
Walgreens #05160,78757,11/18/2015,97,"6812 N LAMAR BLVD
AUSTIN, TX 78757
(30.336661, -97.719657)",2803733,Routine Inspection,30.336661,-97.719657
Walgreens #07673,78717,1/20/2015,100,"10600 W PARMER LN
AUSTIN, TX 78717
(30.498668, -97.775853)",2803968,Routine Inspection,30.498668,-97.775853
Walgreens #10615,78723,6/2/2015,100,"5345 N IH 35 SVRD NB
AUSTIN, TX 78723
(30.313072, -97.708144)",10099385,Routine Inspection,30.313072,-97.708144
Walgreens #11097,78756,11/28/2016,99,"5829 BURNET RD
AUSTIN, TX 78756
(30.334463, -97.739898)",10245461,Routine Inspection,30.334463,-97.739898
Walgreens #11271,78757,12/30/2014,100,"2525 W ANDERSON LN Bldg 2
AUSTIN, TX 78757
(30.356921, -97.73276)",10099096,Routine Inspection,30.356921,-97.73276
Walgreens #11513,78749,12/15/2016,100,"5011 W SLAUGHTER LN Bldg 4
AUSTIN, TX 78749
(30.199582, -97.863902)",10108941,Routine Inspection,30.199582,-97.863902
Walgreens #13444,78748,12/31/2014,100,"120 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167208, -97.788916)",10495238,Routine Inspection,30.167208,-97.788916
Walgreens #15672,78741,11/24/2015,97,"1920 E RIVERSIDE DR Bldg B
AUSTIN, TX 78741
(30.241939, -97.728297)",11243154,Routine Inspection,30.241939,-97.728297
Walgreen's #2462,78702,11/22/2016,100,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272318, -97.697534)",2803419,Routine Inspection,30.272318,-97.697534
Walgreens #3341,78745,5/22/2015,100,"5600 S 1ST ST
AUSTIN, TX 78745
(30.20825, -97.781646)",2803506,Routine Inspection,30.20825,-97.781646
Walgreens #3724,78748,1/5/2017,100,"9801 MANCHACA RD
AUSTIN, TX 78748
(30.174458, -97.82349)",2803869,Routine Inspection,30.174458,-97.82349
Walgreens #4632,78758,12/21/2015,100,"1910 W BRAKER LN Bldg 2
AUSTIN, TX 78758
(30.391794, -97.706845)",2803784,Routine Inspection,30.391794,-97.706845
Walgreens #4761,78749,9/17/2014,93,"6200 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.23035, -97.864688)",2803714,Routine Inspection,30.23035,-97.864688
Walgreens #6189,78727,3/10/2016,99,"12550 METRIC BLVD
AUSTIN, TX 78727
(30.414292, -97.689962)",2803793,Routine Inspection,30.414292,-97.689962
Walgreens #6734,78727,10/1/2014,97,"3921 W PARMER LN
AUSTIN, TX 78727
(30.424965, -97.714311)",2804122,Routine Inspection,30.424965,-97.714311
Waller Creek Pub House,78701,9/29/2015,90,"603 SABINE ST
AUSTIN, TX 78701
(30.266542, -97.73605)",11223193,Routine Inspection,30.266542,-97.73605
Wally's Burger Express,78759,7/23/2014,97,"8107 MESA DR
AUSTIN, TX 78759
(30.372072, -97.756949)",2800603,Routine Inspection,30.372072,-97.756949
Wal-Mart #1185,78753,11/17/2016,94,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.33872, -97.692623)",2803870,Routine Inspection,30.33872,-97.692623
Wal-Mart #3569 (Deli/Bakery),78753,6/8/2016,93,"12900 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.411387, -97.674385)",2802103,Routine Inspection,30.411387,-97.674385
Wal-Mart #3569 (Meat/Seafood),78753,3/13/2014,100,"12900 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.411387, -97.674385)",2802102,Routine Inspection,30.411387,-97.674385
Wal-Mart Deli & Bakery,78704,3/29/2016,94,"710 W BEN WHITE BLVD WB
AUSTIN, TX 78704
(30.227792, -97.771283)",2802138,Routine Inspection,30.227792,-97.771283
Wal-Mart Supercenter,78748,2/3/2017,100,"9300 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.164828, -97.787933)",2803969,Routine Inspection,30.164828,-97.787933
Wal-Mart Supercenter #1253,78704,1/21/2015,92,"710 E BEN WHITE BLVD WB
AUSTIN, TX 78704
(30.218782, -97.755123)",2804066,Routine Inspection,30.218782,-97.755123
Wal-Mart Supercenter #1253-Meat/Produce,78704,3/29/2016,99,"710 E BEN WHITE BLVD WB
AUSTIN, TX 78704
(30.218782, -97.755123)",2804121,Routine Inspection,30.218782,-97.755123
Wal-Mart Supercenter #4554,78757,1/20/2017,99,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356921, -97.73276)",10467333,Routine Inspection,30.356921,-97.73276
"Wal-Mart Supercenter #4554 (Bakery, Deli)",78757,5/13/2014,97,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356921, -97.73276)",10469793,Routine Inspection,30.356921,-97.73276
Wal-Mart Supercenter Deli/Bakery,78748,4/3/2015,81,"9300 S IH 35 SVRD SB Bldg B
AUSTIN, TX 78748
(30.164828, -97.787933)",2802655,Routine Inspection,30.164828,-97.787933
Wal-Mart Supercenter/Bakery&Deli #1185,78753,5/24/2016,99,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.33872, -97.692623)",2803918,Routine Inspection,30.33872,-97.692623
Wal-Mart Supercenter/Meat & Produce,78748,9/15/2016,99,"9300 S IH 35 SVRD SB Bldg B
AUSTIN, TX 78748
(30.164828, -97.787933)",2803896,Routine Inspection,30.164828,-97.787933
Wal-Mart Supercenter/Meat&Seafood #1185,78753,11/10/2015,100,"1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.33872, -97.692623)",2803919,Routine Inspection,30.33872,-97.692623
Wal-Mart Superstore #3569,78753,3/13/2014,100,"12900 N IH 35 SVRD SB
AUSTIN, TX 78753
(30.411387, -97.674385)",2803704,Routine Inspection,30.411387,-97.674385
Walnut Creek School,78753,10/7/2015,100,"401 W BRAKER LN
AUSTIN, TX 78753
(30.380339, -97.683712)",2800096,Routine Inspection,30.380339,-97.683712
Walnut Hills Nursing & Rehab,78723,12/2/2015,93,"3509 ROGGE LN
AUSTIN, TX 78723
(30.301073, -97.674094)",11259693,Routine Inspection,30.301073,-97.674094
Walnut Market #1,78754,5/20/2014,89,"1900 E ANDERSON LN WB Unit 101
AUSTIN, TX 78754
(30.330063, -97.679987)",10031957,Routine Inspection,30.330063,-97.679987
Walnut Market #2,78723,9/22/2016,90,"5517 CAMERON RD
AUSTIN, TX 78723
(30.313444, -97.704478)",10031959,Routine Inspection,30.313444,-97.704478
Walton's Fancy & Staple,78701,9/12/2016,73,"609 W 6TH ST
AUSTIN, TX 78701
(30.269773, -97.748937)",10196030,Routine Inspection,30.269773,-97.748937
Wanfu III,78727,1/9/2017,85,"13717 BURNET RD Unit 450
AUSTIN, TX 78727
(30.438049, -97.698662)",11188727,Routine Inspection,30.438049,-97.698662
WaPhils,78745,9/21/2016,97,"2002 SOUTHERN OAKS DR Unit B
AUSTIN, TX 78745
(30.218803, -97.796034)",11382052,Routine Inspection,30.218803,-97.796034
Warehouse Saloon & Billards,78745,4/15/2015,90,"509 E BEN WHITE BLVD EB
AUSTIN, TX 78745
(30.219733, -97.758588)",2800191,Routine Inspection,30.219733,-97.758588
Water 2 Wine,78757,4/13/2016,100,"3300 W ANDERSON LN Unit 304
AUSTIN, TX 78757
(30.361276, -97.742483)",10877908,Routine Inspection,30.361276,-97.742483
Water 2 Wine,78704,12/10/2014,100,"4036 S LAMAR BLVD SB Unit 100
AUSTIN, TX 78704
(30.236171, -97.793016)",10902652,Routine Inspection,30.236171,-97.793016
"Water Tank Bar & Grill, The",78727,2/18/2015,97,"7309 MC NEIL DR
AUSTIN, TX 78727
(30.435311, -97.766699)",10879370,Routine Inspection,30.435311,-97.766699
Waterloo Ice House,78748,12/10/2014,87,"9600 S IH 35 SVRD SB Bunit 500
AUSTIN, TX 78748
(30.161378, -97.789439)",10035159,Routine Inspection,30.161378,-97.789439
Waterloo Ice House,78749,12/31/2014,90,"9600 ESCARPMENT BLVD Bunit 800
AUSTIN, TX 78749
(30.203667, -97.878534)",10005135,Routine Inspection,30.203667,-97.878534
Waterloo Ice House,78757,2/9/2016,84,"8600 BURNET RD
AUSTIN, TX 78757
(30.367862, -97.72777)",2801175,Routine Inspection,30.367862,-97.72777
Waterloo Ice House,78731,5/18/2015,75,"6203 N CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78731
(30.360309, -97.790126)",2802115,Routine Inspection,30.360309,-97.790126
Wayside Schools,78745,10/13/2016,100,"6215 MANCHACA RD
AUSTIN, TX 78745
(30.209943, -97.803984)",11053776,Routine Inspection,30.209943,-97.803984
Wayside Schools,78744,10/23/2014,93,"6405 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.192166, -97.768511)",10936961,Routine Inspection,30.192166,-97.768511
Wayside Schools,78745,3/22/2016,100,"220 FOREMOST DR
AUSTIN, TX 78745
(30.178498, -97.780195)",11390210,Routine Inspection,30.178498,-97.780195
Weather Up,78702,11/14/2016,85,"1808 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.257222, -97.724921)",10716828,Routine Inspection,30.257222,-97.724921
Webb Middle School,78752,9/18/2014,100,"601 E ST JOHNS AVE
AUSTIN, TX 78752
(30.333961, -97.706578)",2800006,Routine Inspection,30.333961,-97.706578
Wells Branch Burger King,78660,9/21/2016,88,"1420 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.440924, -97.663556)",11388129,Routine Inspection,30.440924,-97.663556
Wells Branch Elementary,78728,9/2/2015,100,"14650 MERRILLTOWN DR
AUSTIN, TX 78728
(30.44516, -97.68541)",2800674,Routine Inspection,30.44516,-97.68541
Wells Food Store & Cafe,78702,1/10/2017,88,"1918 ROSEWOOD AVE
AUSTIN, TX 78702
(30.269834, -97.718232)",11103762,Routine Inspection,30.269834,-97.718232
Wendy's #W127,78748,12/10/2014,94,"305 W SLAUGHTER LN
AUSTIN, TX 78748
(30.167998, -97.794219)",11115668,Routine Inspection,30.167998,-97.794219
Wendy's #W128,78749,2/1/2016,87,"5000 W SLAUGHTER LN
AUSTIN, TX 78749
(30.20007, -97.864285)",11115652,Routine Inspection,30.20007,-97.864285
Wendy's #W129/11274,78759,7/28/2015,100,"10701 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.398571, -97.745647)",11115872,Routine Inspection,30.398571,-97.745647
Wendy's 101 - 1671,78753,5/22/2015,100,"1418 E ANDERSON LN WB
AUSTIN, TX 78753
(30.333325, -97.687271)",11114878,Routine Inspection,30.333325,-97.687271
Wendy's Old Fashion Hamburger,78729,6/17/2016,87,"10203 LAKE CREEK PKWY
AUSTIN, TX 78729
(30.463312, -97.789829)",11119824,Routine Inspection,30.463312,-97.789829
Wendy's Old Fashioned Hamburgers #111-2244,78745,7/26/2016,94,"6428 S IH 35 SVRD SB
AUSTIN, TX 78745
(30.191802, -97.769979)",11119277,Routine Inspection,30.191802,-97.769979
Wendy's Old Fashioned Hamburgers #113,78741,8/16/2016,91,"6210 E BEN WHITE BLVD WB
AUSTIN, TX 78741
(30.212837, -97.713086)",11081676,Routine Inspection,30.212837,-97.713086
Wendy's Old Fashioned Hamburgers #116,78741,6/11/2015,88,"2224 E RIVERSIDE DR
AUSTIN, TX 78741
(30.238633, -97.725923)",11119204,Routine Inspection,30.238633,-97.725923
Wendy's W-102/1682,78731,10/19/2016,92,"3596 FAR WEST BLVD
AUSTIN, TX 78731
(30.354227, -97.75474)",11119789,Routine Inspection,30.354227,-97.75474
Wendy's W104,78745,12/15/2016,89,"4115 S CONGRESS AVE
AUSTIN, TX 78745
(30.22199, -97.764507)",11119286,Routine Inspection,30.22199,-97.764507
Wendy's W-105/2022,78758,12/22/2016,89,"12421 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.4189, -97.704033)",11119761,Routine Inspection,30.4189,-97.704033
Wendy's W114/8076,78727,3/15/2016,87,"6247 MC NEIL DR
AUSTIN, TX 78727
(30.442275, -97.746414)",11119251,Routine Inspection,30.442275,-97.746414
Wendy's W115/8401,78758,3/19/2015,96,"1910 W BRAKER LN
AUSTIN, TX 78758
(30.391794, -97.706845)",11119229,Routine Inspection,30.391794,-97.706845
Wendy's W118,78751,12/10/2015,88,"1000 E 41ST ST
AUSTIN, TX 78751
(30.298553, -97.720058)",11119191,Routine Inspection,30.298553,-97.720058
Wendy's W120,78660,4/19/2016,93,"1425 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.44105, -97.664349)",11119183,Routine Inspection,30.44105,-97.664349
Wendy's W123,78702,3/20/2015,80,"619 N IH 35 SVRD NB
AUSTIN, TX 78702
(30.266384, -97.733914)",11119164,Routine Inspection,30.266384,-97.733914
Wendy's W-125/9854,78752,10/21/2015,88,"5760 AIRPORT BLVD
AUSTIN, TX 78752
(30.321652, -97.713863)",11119162,Routine Inspection,30.321652,-97.713863
West 4th - Spirited Food Co,78703,7/14/2015,96,"1208 W 4TH ST
AUSTIN, TX 78703
(30.27111, -97.759167)",10166097,Routine Inspection,30.27111,-97.759167
West Campus Market,78705,7/2/2015,90,"709 W 22ND ST
AUSTIN, TX 78705
(30.285284, -97.745935)",10134045,Routine Inspection,30.285284,-97.745935
West Cypress Hills Elementary School,78669,1/28/2015,100,"6112 CYPRESS RANCH BLVD
SPICEWOOD, TX 78669
(30.349776, -98.083257)",11166950,Routine Inspection,30.349776,-98.083257
West Ridge Middle School,78733,11/25/2014,100,"9201 SCENIC BLUFF DR
AUSTIN, TX 78733
(30.302527, -97.885729)",2800695,Routine Inspection,30.302527,-97.885729
Westgate II,78745,7/10/2015,97,"4477 S LAMAR BLVD NB
AUSTIN, TX 78745
(30.232263, -97.798942)",2801311,Routine Inspection,30.232263,-97.798942
Westgate Lane (Bar),78745,1/2/2015,94,"2701 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.207428, -97.816291)",2800648,Routine Inspection,30.207428,-97.816291
Westin Austin @ The Domain,78758,10/7/2015,88,"11301 DOMAIN DR
AUSTIN, TX 78758
(30.399288, -97.725429)",10365292,Routine Inspection,30.399288,-97.725429
Westin Austin Downtown,78701,3/7/2016,76,"310 E 5TH ST
AUSTIN, TX 78701
(30.26632, -97.740282)",11377565,Routine Inspection,30.26632,-97.740282
Westlake High School,78746,5/20/2014,92,"3800 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.274515, -97.812856)",2801701,Routine Inspection,30.274515,-97.812856
Westlake PAC Concessions,78746,10/14/2016,100,"4100 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.2751, -97.814159)",10334733,Routine Inspection,30.2751,-97.814159
Westlake PTO Stadium,78746,10/14/2016,95,"4100 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.2751, -97.814159)",2802427,Routine Inspection,30.2751,-97.814159
Westminster Manor,78731,7/19/2016,93,"4100 JACKSON AVE
AUSTIN, TX 78731
(30.314499, -97.755166)",2800365,Routine Inspection,30.314499,-97.755166
Westminster Manor - Dogwood,78731,7/19/2016,94,"4200 JACKSON AVE
AUSTIN, TX 78731
(30.315334, -97.755077)",10960607,Routine Inspection,30.315334,-97.755077
Westminster Manor AL & Arbour Dining Services,78731,8/27/2014,100,"4200 JACKSON AVE
AUSTIN, TX 78731
(30.315334, -97.755077)",10682809,Routine Inspection,30.315334,-97.755077
Westview Middle School,78727,2/18/2015,94,"1805 SCOFIELD LN
AUSTIN, TX 78727
(30.418085, -97.689197)",2800285,Routine Inspection,30.418085,-97.689197
Westwood Country Club,78731,5/12/2016,95,"3808 W 35TH ST
AUSTIN, TX 78731
(30.312707, -97.773244)",2800194,Routine Inspection,30.312707,-97.773244
Westwood Country Club - Tennis Grill,78731,12/13/2016,95,"3808 W 35TH ST
AUSTIN, TX 78731
(30.312707, -97.773244)",10008167,Routine Inspection,30.312707,-97.773244
Westwood High School,78750,4/28/2014,96,"12400 MELLOW MEADOW DR
AUSTIN, TX 78750
(30.457439, -97.797026)",10314272,Routine Inspection,30.457439,-97.797026
Westwood's Lakeview Cafe,78731,12/16/2014,100,"3808 W 35TH ST
AUSTIN, TX 78731
(30.312707, -97.773244)",2802045,Routine Inspection,30.312707,-97.773244
Wetzels Pretzels/Nestle Toll House,78613,11/4/2016,89,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",11303298,Routine Inspection,30.47181,-97.803451
Whataburger,78749,3/19/2014,100,"6611 S MOPAC EXPY NB
AUSTIN, TX 78749
(30.220563, -97.835617)",2802441,Routine Inspection,30.220563,-97.835617
Whataburger,78705,5/27/2014,100,"2800 GUADALUPE ST
AUSTIN, TX 78705
(30.293638, -97.74194)",10434244,Routine Inspection,30.293638,-97.74194
Whataburger,78729,1/12/2016,89,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",2803042,Routine Inspection,30.445314,-97.743259
Whataburger,78748,5/21/2015,82,"9300 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.164828, -97.787933)",2802413,Routine Inspection,30.164828,-97.787933
Whataburger # 614,78704,10/22/2015,94,"1908 W BEN WHITE BLVD WB
AUSTIN, TX 78704
(30.230167, -97.787742)",2800723,Routine Inspection,30.230167,-97.787742
Whataburger #1022,78726,7/23/2015,100,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.4204, -97.84557)",10708625,Routine Inspection,30.4204,-97.84557
Whataburger #132,78758,1/15/2016,96,"9516 N LAMAR BLVD
AUSTIN, TX 78758
(30.365118, -97.69586)",2800007,Routine Inspection,30.365118,-97.69586
Whataburger #162,78723,8/25/2014,94,"3210 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78723
(30.282734, -97.702884)",2800615,Routine Inspection,30.282734,-97.702884
